name	taxonomy_id	taxonomy_lvl	C10_S21_S._num	C10_S21_S._frac	C1_S12_S._num	C1_S12_S._frac	C2_S13_S._num	C2_S13_S._frac	C3_S14_S._num	C3_S14_S._frac	C4_S15_S._num	C4_S15_S._frac	C5_S16_S._num	C5_S16_S._frac	C6_S17_S._num	C6_S17_S._frac	C7_S18_S._num	C7_S18_S._frac	C9_S20_S._num	C9_S20_S._frac	Post_Cntl_S._num	Post_Cntl_S._frac	S10_S11_S._num	S10_S11_S._frac	S1_S2_S._num	S1_S2_S._frac	S2_S3_S._num	S2_S3_S._frac	S3_S4_S._num	S3_S4_S._frac	S4_S5_S._num	S4_S5_S._frac	S5_S6_S._num	S5_S6_S._frac	S6_S7_S._num	S6_S7_S._frac	S7_S8_S._num	S7_S8_S._frac	S8_S9_S._num	S8_S9_S._frac	S9_S10_S._num	S9_S10_S._frac
Spirosoma aerolatum	1211326	S	388	0.00002	468	0.00002	533	0.00005	348	0.00004	373	0.00004	481	0.00005	649	0.00004	600	0.00004	529	0.00002	0	0.00000	990	0.00005	420	0.00002	713	0.00005	576	0.00002	462	0.00004	1244	0.00002	375	0.00005	650	0.00005	527	0.00004	505	0.00004
Spirosoma pollinicola	2057025	S	351	0.00002	663	0.00003	620	0.00005	331	0.00004	385	0.00004	434	0.00005	589	0.00003	627	0.00004	619	0.00002	0	0.00000	854	0.00004	1060	0.00004	772	0.00005	1563	0.00005	497	0.00004	1696	0.00003	354	0.00005	899	0.00007	486	0.00004	547	0.00005
Spirosoma rhododendri	2728024	S	346	0.00002	603	0.00003	614	0.00005	426	0.00005	507	0.00005	497	0.00005	700	0.00004	702	0.00005	467	0.00002	0	0.00000	1053	0.00006	1345	0.00005	739	0.00005	1781	0.00005	384	0.00003	1704	0.00003	417	0.00006	605	0.00004	748	0.00006	424	0.00004
Spirosoma montaniterrae	1178516	S	292	0.00002	595	0.00003	547	0.00005	388	0.00004	445	0.00004	451	0.00005	585	0.00003	679	0.00005	387	0.00002	0	0.00000	735	0.00004	1558	0.00006	709	0.00005	1756	0.00005	520	0.00005	1573	0.00003	304	0.00004	696	0.00005	589	0.00005	481	0.00004
Spirosoma taeanense	2735870	S	306	0.00002	606	0.00003	524	0.00005	382	0.00004	365	0.00003	435	0.00005	532	0.00003	550	0.00004	444	0.00002	0	0.00000	898	0.00005	991	0.00004	585	0.00004	1329	0.00004	417	0.00004	1272	0.00002	358	0.00005	744	0.00005	541	0.00004	389	0.00003
Spirosoma radiotolerans	1379870	S	292	0.00002	495	0.00002	544	0.00005	327	0.00004	432	0.00004	408	0.00004	632	0.00004	592	0.00004	382	0.00002	0	0.00000	1016	0.00005	334	0.00001	709	0.00005	548	0.00002	540	0.00005	1442	0.00003	377	0.00005	577	0.00004	435	0.00004	585	0.00005
Spirosoma endbachense	2666025	S	427	0.00003	588	0.00003	525	0.00005	327	0.00004	441	0.00004	410	0.00004	584	0.00003	653	0.00004	583	0.00002	0	0.00000	605	0.00003	354	0.00001	772	0.00005	486	0.00001	508	0.00005	1611	0.00003	198	0.00003	825	0.00006	563	0.00005	562	0.00005
Spirosoma aureum	2692134	S	409	0.00002	467	0.00002	586	0.00005	321	0.00004	361	0.00003	345	0.00004	803	0.00005	671	0.00005	612	0.00002	0	0.00000	887	0.00005	526	0.00002	716	0.00005	743	0.00002	376	0.00003	1424	0.00003	411	0.00006	620	0.00005	951	0.00008	413	0.00004
Cytophaga hutchinsonii	985	S	757	0.00004	625	0.00003	565	0.00005	420	0.00005	500	0.00005	534	0.00006	769	0.00005	742	0.00005	1378	0.00006	0	0.00000	535	0.00003	427	0.00002	517	0.00004	629	0.00002	309	0.00003	2254	0.00004	235	0.00003	657	0.00005	468	0.00004	396	0.00004
Flammeovirga pectinis	2494373	S	1172	0.00007	734	0.00004	849	0.00007	534	0.00006	664	0.00006	652	0.00007	1059	0.00006	991	0.00007	1875	0.00008	0	0.00000	1136	0.00006	848	0.00003	693	0.00005	1340	0.00004	446	0.00004	1165	0.00002	452	0.00006	1136	0.00008	868	0.00007	562	0.00005
Flammeovirga kamogawensis	373891	S	999	0.00006	859	0.00004	853	0.00007	617	0.00007	748	0.00007	725	0.00008	1136	0.00007	1354	0.00009	1613	0.00006	0	0.00000	998	0.00005	825	0.00003	1042	0.00007	985	0.00003	707	0.00006	1363	0.00002	407	0.00005	806	0.00006	649	0.00005	843	0.00007
Flammeovirga sp. MY04	1191459	S	991	0.00006	990	0.00005	1085	0.00009	797	0.00009	867	0.00008	890	0.00009	1231	0.00007	1217	0.00008	1626	0.00007	0	0.00000	1571	0.00008	1053	0.00004	939	0.00006	1168	0.00003	555	0.00005	1695	0.00003	636	0.00009	1086	0.00008	1062	0.00009	641	0.00006
Flammeovirga yaeyamensis	367791	S	661	0.00004	1054	0.00005	891	0.00008	653	0.00007	828	0.00008	790	0.00008	1213	0.00007	1047	0.00007	1260	0.00005	0	0.00000	1191	0.00006	1034	0.00004	1199	0.00008	1240	0.00004	816	0.00007	1073	0.00002	492	0.00007	1296	0.00009	860	0.00007	1004	0.00009
Chondrinema litorale	2994555	S	1606	0.00009	1099	0.00005	1231	0.00011	796	0.00009	903	0.00009	951	0.00010	1491	0.00009	1403	0.00009	2796	0.00011	0	0.00000	1480	0.00008	766	0.00003	1505	0.00010	979	0.00003	1108	0.00010	1955	0.00003	573	0.00008	1448	0.00011	1090	0.00009	1245	0.00011
Imperialibacter sp.	2038411	S	505	0.00003	592	0.00003	713	0.00006	424	0.00005	535	0.00005	529	0.00006	757	0.00004	847	0.00006	720	0.00003	0	0.00000	1173	0.00006	383	0.00001	836	0.00006	492	0.00001	624	0.00006	1439	0.00003	466	0.00006	893	0.00006	903	0.00007	691	0.00006
Imperialibacter roseus	1324217	S	489	0.00003	715	0.00003	659	0.00006	496	0.00006	521	0.00005	522	0.00005	781	0.00005	762	0.00005	732	0.00003	0	0.00000	730	0.00004	867	0.00003	715	0.00005	1278	0.00004	444	0.00004	1280	0.00002	294	0.00004	896	0.00007	794	0.00006	500	0.00004
Marivirga tractuosa	1006	S	2624	0.00015	2175	0.00010	2059	0.00018	1143	0.00013	1483	0.00014	1214	0.00013	2208	0.00013	2321	0.00016	4479	0.00018	0	0.00000	2917	0.00015	3297	0.00013	2513	0.00017	3766	0.00011	1785	0.00016	3545	0.00006	1092	0.00015	2149	0.00016	1319	0.00011	1846	0.00016
Marivirga arenosa	3059076	S	1402	0.00008	829	0.00004	928	0.00008	520	0.00006	683	0.00007	564	0.00006	1160	0.00007	1047	0.00007	2284	0.00009	0	0.00000	888	0.00005	751	0.00003	621	0.00004	904	0.00003	399	0.00004	1011	0.00002	334	0.00005	801	0.00006	502	0.00004	489	0.00004
Marivirga salinarum	3059078	S	797	0.00005	564	0.00003	598	0.00005	387	0.00004	517	0.00005	401	0.00004	880	0.00005	758	0.00005	1493	0.00006	0	0.00000	827	0.00004	447	0.00002	500	0.00003	632	0.00002	357	0.00003	979	0.00002	316	0.00004	962	0.00007	398	0.00003	382	0.00003
Marivirga harenae	2010992	S	815	0.00005	617	0.00003	531	0.00005	381	0.00004	499	0.00005	440	0.00005	561	0.00003	696	0.00005	1383	0.00006	0	0.00000	695	0.00004	352	0.00001	744	0.00005	487	0.00001	499	0.00004	751	0.00001	269	0.00004	652	0.00005	323	0.00003	586	0.00005
Ekhidna sp.	2608089	S	2944	0.00017	2728	0.00013	2924	0.00025	1936	0.00022	2306	0.00022	2170	0.00023	3541	0.00021	3397	0.00023	4757	0.00019	0	0.00000	3679	0.00019	1410	0.00005	2812	0.00019	1924	0.00006	1848	0.00016	4584	0.00008	1480	0.00020	3348	0.00024	2461	0.00020	2186	0.00019
Reichenbachiella agarivorans	2979464	S	599	0.00004	718	0.00003	750	0.00006	554	0.00006	681	0.00007	594	0.00006	1054	0.00006	909	0.00006	955	0.00004	0	0.00000	1069	0.00006	1093	0.00004	739	0.00005	1205	0.00003	466	0.00004	1389	0.00002	433	0.00006	1140	0.00008	955	0.00008	512	0.00005
Reichenbachiella carrageenanivorans	2979869	S	589	0.00003	488	0.00002	512	0.00004	348	0.00004	457	0.00004	399	0.00004	606	0.00004	629	0.00004	980	0.00004	0	0.00000	704	0.00004	471	0.00002	520	0.00004	666	0.00002	338	0.00003	916	0.00002	301	0.00004	576	0.00004	563	0.00005	330	0.00003
Reichenbachiella sp.	2184521	S	551	0.00003	468	0.00002	473	0.00004	286	0.00003	385	0.00004	403	0.00004	527	0.00003	586	0.00004	897	0.00004	0	0.00000	1010	0.00005	478	0.00002	491	0.00003	694	0.00002	306	0.00003	878	0.00002	416	0.00006	683	0.00005	638	0.00005	349	0.00003
Fulvivirga ligni	2904246	S	1562	0.00009	901	0.00004	901	0.00008	545	0.00006	638	0.00006	619	0.00006	966	0.00006	861	0.00006	2052	0.00008	65	0.00000	1414	0.00007	1133	0.00004	762	0.00005	1461	0.00004	546	0.00005	1500	0.00003	524	0.00007	936	0.00007	898	0.00007	544	0.00005
Fulvivirga maritima	2904247	S	936	0.00006	736	0.00004	777	0.00007	518	0.00006	590	0.00006	630	0.00007	831	0.00005	1019	0.00007	1486	0.00006	0	0.00000	926	0.00005	363	0.00001	627	0.00004	492	0.00001	388	0.00003	1120	0.00002	381	0.00005	715	0.00005	822	0.00007	409	0.00004
Fulvivirga ulvae	2904245	S	708	0.00004	711	0.00003	715	0.00006	487	0.00005	558	0.00005	570	0.00006	735	0.00004	938	0.00006	1116	0.00004	0	0.00000	844	0.00004	333	0.00001	689	0.00005	569	0.00002	458	0.00004	1268	0.00002	359	0.00005	1015	0.00007	591	0.00005	461	0.00004
Fulvivirga lutea	2810512	S	663	0.00004	700	0.00003	589	0.00005	363	0.00004	556	0.00005	469	0.00005	854	0.00005	860	0.00006	1082	0.00004	0	0.00000	821	0.00004	1252	0.00005	670	0.00005	1242	0.00004	352	0.00003	993	0.00002	380	0.00005	661	0.00005	782	0.00006	472	0.00004
Chryseolinea soli	2321403	S	595	0.00003	1141	0.00006	1142	0.00010	759	0.00008	964	0.00009	1003	0.00010	1313	0.00008	1277	0.00009	910	0.00004	0	0.00000	2163	0.00011	1194	0.00005	1532	0.00010	1547	0.00004	999	0.00009	3513	0.00006	872	0.00012	1769	0.00013	1337	0.00011	1131	0.00010
Emticicia oligotrophica	312279	S	928	0.00005	1097	0.00005	1064	0.00009	658	0.00007	958	0.00009	849	0.00009	1263	0.00007	1337	0.00009	1664	0.00007	0	0.00000	1276	0.00007	557	0.00002	809	0.00006	688	0.00002	593	0.00005	1577	0.00003	543	0.00007	1389	0.00010	747	0.00006	673	0.00006
Emticicia sp. 21SJ11W-3	2916755	S	679	0.00004	743	0.00004	597	0.00005	446	0.00005	527	0.00005	465	0.00005	779	0.00005	779	0.00005	907	0.00004	0	0.00000	866	0.00005	591	0.00002	664	0.00005	828	0.00002	357	0.00003	1259	0.00002	359	0.00005	903	0.00007	715	0.00006	439	0.00004
Arcticibacterium luteifluviistationis	1784714	S	967	0.00006	574	0.00003	619	0.00005	449	0.00005	636	0.00006	512	0.00005	959	0.00006	748	0.00005	1493	0.00006	0	0.00000	652	0.00003	305	0.00001	593	0.00004	386	0.00001	449	0.00004	770	0.00001	292	0.00004	850	0.00006	424	0.00003	452	0.00004
Leadbetterella byssophila	316068	S	1012	0.00006	996	0.00005	1126	0.00010	690	0.00008	792	0.00008	855	0.00009	1393	0.00008	1322	0.00009	1673	0.00007	0	0.00000	1180	0.00006	636	0.00002	926	0.00006	861	0.00002	601	0.00005	1821	0.00003	475	0.00006	887	0.00006	959	0.00008	676	0.00006
Marinilongibacter aquaticus	2975157	S	678	0.00004	926	0.00004	857	0.00007	564	0.00006	679	0.00006	639	0.00007	925	0.00005	972	0.00007	1025	0.00004	0	0.00000	1516	0.00008	345	0.00001	825	0.00006	448	0.00001	533	0.00005	1317	0.00002	562	0.00008	1019	0.00007	724	0.00006	573	0.00005
Bernardetia sp. ABR2-2B	3127472	S	912	0.00005	647	0.00003	653	0.00006	351	0.00004	508	0.00005	478	0.00005	802	0.00005	797	0.00005	1498	0.00006	0	0.00000	1063	0.00006	1401	0.00005	556	0.00004	1567	0.00005	291	0.00003	1005	0.00002	375	0.00005	639	0.00005	648	0.00005	396	0.00004
Bernardetia sp. OM2101	3344876	S	745	0.00004	511	0.00002	635	0.00005	333	0.00004	447	0.00004	462	0.00005	713	0.00004	734	0.00005	1229	0.00005	0	0.00000	1002	0.00005	450	0.00002	525	0.00004	692	0.00002	352	0.00003	1334	0.00002	397	0.00005	686	0.00005	588	0.00005	394	0.00004
Bernardetia sp. Wsw4-3y2	3127471	S	723	0.00004	494	0.00002	518	0.00004	250	0.00003	316	0.00003	362	0.00004	451	0.00003	540	0.00004	1136	0.00005	0	0.00000	615	0.00003	724	0.00003	304	0.00002	896	0.00003	199	0.00002	670	0.00001	237	0.00003	409	0.00003	412	0.00003	228	0.00002
Bernardetia sp. MNP-M8	3127470	S	446	0.00003	382	0.00002	467	0.00004	279	0.00003	402	0.00004	346	0.00004	769	0.00005	631	0.00004	893	0.00004	0	0.00000	663	0.00003	402	0.00002	555	0.00004	612	0.00002	281	0.00002	853	0.00002	235	0.00003	630	0.00005	248	0.00002	408	0.00004
Bernardetia litoralis	999	S	921	0.00005	802	0.00004	841	0.00007	508	0.00006	657	0.00006	692	0.00007	1109	0.00007	998	0.00007	1615	0.00006	0	0.00000	1079	0.00006	406	0.00002	551	0.00004	604	0.00002	349	0.00003	1273	0.00002	398	0.00005	2058	0.00015	758	0.00006	438	0.00004
Roseivirga seohaensis	1914963	S	1055	0.00006	674	0.00003	700	0.00006	514	0.00006	639	0.00006	600	0.00006	988	0.00006	1020	0.00007	1761	0.00007	0	0.00000	604	0.00003	451	0.00002	1468	0.00010	622	0.00002	955	0.00008	1125	0.00002	278	0.00004	851	0.00006	930	0.00008	1031	0.00009
Roseivirga pacifica	1267423	S	1046	0.00006	1029	0.00005	1047	0.00009	692	0.00008	896	0.00009	798	0.00008	1161	0.00007	1142	0.00008	1877	0.00008	0	0.00000	1047	0.00006	735	0.00003	1065	0.00007	1060	0.00003	671	0.00006	1663	0.00003	461	0.00006	895	0.00007	1184	0.00010	810	0.00007
Roseivirga sp.	1964215	S	643	0.00004	691	0.00003	795	0.00007	507	0.00006	577	0.00006	651	0.00007	801	0.00005	845	0.00006	1083	0.00004	0	0.00000	579	0.00003	1032	0.00004	610	0.00004	1364	0.00004	305	0.00003	1151	0.00002	224	0.00003	851	0.00006	887	0.00007	392	0.00003
Roseivirga spongicola	333140	S	672	0.00004	690	0.00003	662	0.00006	479	0.00005	535	0.00005	569	0.00006	906	0.00005	724	0.00005	1071	0.00004	0	0.00000	883	0.00005	556	0.00002	603	0.00004	784	0.00002	351	0.00003	1288	0.00002	344	0.00005	844	0.00006	990	0.00008	399	0.00004
Persicobacter psychrovividus	387638	S	792	0.00005	975	0.00005	1042	0.00009	706	0.00008	919	0.00009	833	0.00009	1124	0.00007	1285	0.00009	1175	0.00005	0	0.00000	1414	0.00007	992	0.00004	699	0.00005	1385	0.00004	559	0.00005	1719	0.00003	572	0.00008	1301	0.00009	988	0.00008	559	0.00005
Aureibacter tunicatorum	866807	S	751	0.00004	844	0.00004	962	0.00008	574	0.00006	645	0.00006	628	0.00007	943	0.00006	1150	0.00008	1228	0.00005	0	0.00000	1255	0.00007	556	0.00002	739	0.00005	775	0.00002	523	0.00005	975	0.00002	482	0.00007	635	0.00005	514	0.00004	546	0.00005
Fulvitalea axinellae	1182444	S	697	0.00004	1260	0.00006	1320	0.00011	935	0.00010	1124	0.00011	1046	0.00011	1457	0.00009	1413	0.00010	918	0.00004	0	0.00000	2532	0.00013	1804	0.00007	2019	0.00014	2492	0.00007	1390	0.00012	2355	0.00004	1041	0.00014	2071	0.00015	1902	0.00016	1462	0.00013
Catalinimonas niigatensis	1397264	S	901	0.00005	679	0.00003	644	0.00006	492	0.00005	500	0.00005	542	0.00006	818	0.00005	766	0.00005	1422	0.00006	0	0.00000	1092	0.00006	655	0.00003	704	0.00005	854	0.00002	422	0.00004	1094	0.00002	397	0.00005	769	0.00006	651	0.00005	473	0.00004
Porifericola rhodea	930972	S	603	0.00004	601	0.00003	634	0.00005	414	0.00005	492	0.00005	458	0.00005	812	0.00005	775	0.00005	982	0.00004	0	0.00000	657	0.00003	417	0.00002	543	0.00004	650	0.00002	377	0.00003	1037	0.00002	265	0.00004	511	0.00004	584	0.00005	451	0.00004
Tunicatimonas pelagia	931531	S	564	0.00003	369	0.00002	410	0.00004	250	0.00003	399	0.00004	351	0.00004	472	0.00003	558	0.00004	891	0.00004	0	0.00000	683	0.00004	697	0.00003	514	0.00004	895	0.00003	367	0.00003	1334	0.00002	262	0.00004	573	0.00004	501	0.00004	332	0.00003
Aquirufa nivalisilvae	2516557	S	538	0.00003	423	0.00002	384	0.00003	358	0.00004	374	0.00004	301	0.00003	485	0.00003	578	0.00004	961	0.00004	0	0.00000	730	0.00004	276	0.00001	447	0.00003	376	0.00001	244	0.00002	862	0.00002	290	0.00004	477	0.00003	755	0.00006	288	0.00003
Aquirufa lenticrescens	2696560	S	505	0.00003	546	0.00003	582	0.00005	407	0.00005	486	0.00005	460	0.00005	560	0.00003	660	0.00004	709	0.00003	0	0.00000	524	0.00003	137	0.00001	501	0.00003	222	0.00001	304	0.00003	720	0.00001	202	0.00003	407	0.00003	761	0.00006	296	0.00003
Aquirufa antheringensis	2516559	S	465	0.00003	460	0.00002	604	0.00005	336	0.00004	418	0.00004	371	0.00004	817	0.00005	692	0.00005	746	0.00003	0	0.00000	711	0.00004	526	0.00002	421	0.00003	709	0.00002	334	0.00003	944	0.00002	304	0.00004	459	0.00003	478	0.00004	358	0.00003
Cardinium endosymbiont of Encarsia pergandiella	249402	S	148	0.00001	159	0.00001	158	0.00001	142	0.00002	190	0.00002	143	0.00001	237	0.00001	261	0.00002	211	0.00001	0	0.00000	80	0.00000	58	0.00000	101	0.00001	61	0.00000	70	0.00001	187	0.00000	28	0.00000	258	0.00002	66	0.00001	79	0.00001
Cardinium endosymbiont of Sogatella furcifera	650378	S	148	0.00001	81	0.00000	104	0.00001	84	0.00001	58	0.00001	110	0.00001	90	0.00001	135	0.00001	212	0.00001	0	0.00000	97	0.00001	45	0.00000	267	0.00002	55	0.00000	190	0.00002	121	0.00000	30	0.00000	175	0.00001	79	0.00001	232	0.00002
Cardinium endosymbiont of Nabis limbatus	3066217	S	132	0.00001	122	0.00001	182	0.00002	60	0.00001	81	0.00001	78	0.00001	202	0.00001	152	0.00001	197	0.00001	0	0.00000	142	0.00001	332	0.00001	209	0.00001	406	0.00001	166	0.00001	135	0.00000	79	0.00001	76	0.00001	107	0.00001	179	0.00002
Cardinium endosymbiont of Tipula unca	3066216	S	116	0.00001	133	0.00001	86	0.00001	58	0.00001	91	0.00001	60	0.00001	187	0.00001	159	0.00001	212	0.00001	0	0.00000	169	0.00001	213	0.00001	87	0.00001	239	0.00001	74	0.00001	137	0.00000	44	0.00001	85	0.00001	63	0.00001	83	0.00001
Cardinium endosymbiont of Oedothorax gibbosus	931101	S	110	0.00001	57	0.00000	270	0.00002	116	0.00001	122	0.00001	264	0.00003	70	0.00000	132	0.00001	126	0.00001	0	0.00000	564	0.00003	133	0.00001	162	0.00001	172	0.00000	65	0.00001	162	0.00000	202	0.00003	365	0.00003	308	0.00003	173	0.00002
Cardinium endosymbiont of Philonthus spinipes	3077941	S	92	0.00001	96	0.00000	90	0.00001	49	0.00001	76	0.00001	66	0.00001	108	0.00001	127	0.00001	152	0.00001	0	0.00000	99	0.00001	78	0.00000	57	0.00000	97	0.00000	50	0.00000	162	0.00000	42	0.00001	143	0.00001	232	0.00002	32	0.00000
Candidatus Cardinium hertigii	247481	S	106	0.00001	129	0.00001	130	0.00001	104	0.00001	82	0.00001	86	0.00001	144	0.00001	149	0.00001	152	0.00001	0	0.00000	114	0.00001	623	0.00002	285	0.00002	1027	0.00003	198	0.00002	168	0.00000	49	0.00001	314	0.00002	112	0.00001	242	0.00002
Candidatus Amoebophilus asiaticus	281120	S	292	0.00002	286	0.00001	302	0.00003	164	0.00002	255	0.00002	224	0.00002	363	0.00002	393	0.00003	361	0.00001	0	0.00000	546	0.00003	525	0.00002	344	0.00002	751	0.00002	251	0.00002	382	0.00001	220	0.00003	308	0.00002	159	0.00001	253	0.00002
Mangrovivirga cuniculi	2715131	S	813	0.00005	666	0.00003	663	0.00006	408	0.00005	517	0.00005	538	0.00006	919	0.00005	813	0.00005	1161	0.00005	0	0.00000	819	0.00004	332	0.00001	647	0.00004	529	0.00002	423	0.00004	1170	0.00002	372	0.00005	612	0.00004	464	0.00004	512	0.00005
Rhodocytophaga rosea	2704465	S	627	0.00004	698	0.00003	823	0.00007	465	0.00005	678	0.00006	604	0.00006	829	0.00005	848	0.00006	958	0.00004	0	0.00000	960	0.00005	337	0.00001	589	0.00004	469	0.00001	385	0.00003	4616	0.00008	390	0.00005	927	0.00007	475	0.00004	458	0.00004
Sphingobacterium sp. SRCM116780	2907623	S	998	0.00006	524	0.00003	495	0.00004	380	0.00004	473	0.00005	401	0.00004	595	0.00004	747	0.00005	1811	0.00007	0	0.00000	1035	0.00005	382	0.00001	623	0.00004	482	0.00001	456	0.00004	1681	0.00003	430	0.00006	625	0.00005	408	0.00003	495	0.00004
Sphingobacterium sp. ML3W	1538644	S	1386	0.00008	623	0.00003	596	0.00005	374	0.00004	522	0.00005	476	0.00005	775	0.00005	793	0.00005	3651	0.00015	0	0.00000	1138	0.00006	377	0.00001	721	0.00005	547	0.00002	425	0.00004	2281	0.00004	443	0.00006	712	0.00005	594	0.00005	545	0.00005
Sphingobacterium sp. LZ7M1	2961941	S	1314	0.00008	753	0.00004	1038	0.00009	592	0.00007	802	0.00008	776	0.00008	912	0.00005	974	0.00007	2061	0.00008	0	0.00000	1775	0.00009	409	0.00002	653	0.00004	600	0.00002	414	0.00004	1880	0.00003	655	0.00009	1554	0.00011	749	0.00006	549	0.00005
Sphingobacterium sp. UDSM-2020	2795738	S	1211	0.00007	987	0.00005	802	0.00007	525	0.00006	658	0.00006	561	0.00006	1150	0.00007	944	0.00006	2188	0.00009	0	0.00000	1164	0.00006	829	0.00003	709	0.00005	866	0.00003	485	0.00004	5408	0.00010	449	0.00006	1155	0.00008	970	0.00008	595	0.00005
Sphingobacterium sp. SYP-B4668	2996035	S	789	0.00005	724	0.00003	659	0.00006	466	0.00005	525	0.00005	463	0.00005	808	0.00005	671	0.00005	1447	0.00006	0	0.00000	1040	0.00005	1135	0.00004	645	0.00004	1127	0.00003	447	0.00004	1364	0.00002	432	0.00006	549	0.00004	502	0.00004	506	0.00005
Sphingobacterium sp. CZ-2	2557994	S	884	0.00005	786	0.00004	764	0.00007	571	0.00006	670	0.00006	682	0.00007	770	0.00005	1013	0.00007	1484	0.00006	0	0.00000	963	0.00005	684	0.00003	801	0.00005	1005	0.00003	435	0.00004	1902	0.00003	430	0.00006	678	0.00005	555	0.00005	535	0.00005
Sphingobacterium sp. WOUb80	3234028	S	842	0.00005	480	0.00002	450	0.00004	369	0.00004	409	0.00004	376	0.00004	630	0.00004	586	0.00004	1220	0.00005	0	0.00000	887	0.00005	239	0.00001	369	0.00003	329	0.00001	201	0.00002	932	0.00002	338	0.00005	379	0.00003	464	0.00004	229	0.00002
Sphingobacterium sp. R2	3112958	S	855	0.00005	518	0.00002	567	0.00005	357	0.00004	448	0.00004	445	0.00005	652	0.00004	605	0.00004	1499	0.00006	0	0.00000	879	0.00005	255	0.00001	814	0.00006	374	0.00001	513	0.00005	1412	0.00003	375	0.00005	536	0.00004	578	0.00005	628	0.00006
Sphingobacterium sp. BN32	3058432	S	1083	0.00006	734	0.00004	1275	0.00011	654	0.00007	829	0.00008	1104	0.00012	885	0.00005	1113	0.00008	1916	0.00008	0	0.00000	1350	0.00007	896	0.00003	1218	0.00008	962	0.00003	559	0.00005	1666	0.00003	601	0.00008	1120	0.00008	1000	0.00008	836	0.00007
Sphingobacterium sp. DR205	2713573	S	565	0.00003	461	0.00002	421	0.00004	288	0.00003	328	0.00003	317	0.00003	584	0.00003	561	0.00004	940	0.00004	0	0.00000	1015	0.00005	281	0.00001	707	0.00005	354	0.00001	390	0.00003	988	0.00002	382	0.00005	389	0.00003	461	0.00004	488	0.00004
Sphingobacterium sp. WM	3031802	S	1066	0.00006	427	0.00002	704	0.00006	355	0.00004	354	0.00003	476	0.00005	699	0.00004	553	0.00004	2068	0.00008	0	0.00000	1422	0.00007	354	0.00001	631	0.00004	444	0.00001	454	0.00004	872	0.00002	605	0.00008	366	0.00003	813	0.00007	632	0.00006
Sphingobacterium sp. E70	2853439	S	472	0.00003	328	0.00002	306	0.00003	169	0.00002	240	0.00002	237	0.00002	315	0.00002	341	0.00002	742	0.00003	0	0.00000	345	0.00002	178	0.00001	253	0.00002	238	0.00001	177	0.00002	795	0.00001	121	0.00002	417	0.00003	252	0.00002	230	0.00002
Sphingobacterium sp. SG20118	3367156	S	518	0.00003	244	0.00001	254	0.00002	140	0.00002	262	0.00003	196	0.00002	418	0.00002	613	0.00004	923	0.00004	0	0.00000	478	0.00003	241	0.00001	242	0.00002	388	0.00001	314	0.00003	1925	0.00003	251	0.00003	229	0.00002	121	0.00001	202	0.00002
Sphingobacterium sp. PCS056	2931400	S	708	0.00004	239	0.00001	232	0.00002	143	0.00002	229	0.00002	205	0.00002	531	0.00003	340	0.00002	1040	0.00004	0	0.00000	398	0.00002	557	0.00002	209	0.00001	561	0.00002	164	0.00001	1666	0.00003	166	0.00002	258	0.00002	224	0.00002	155	0.00001
Sphingobacterium sp. UGAL515B_05	2986767	S	716	0.00004	302	0.00001	200	0.00002	260	0.00003	260	0.00002	217	0.00002	350	0.00002	296	0.00002	983	0.00004	0	0.00000	427	0.00002	295	0.00001	305	0.00002	314	0.00001	260	0.00002	538	0.00001	175	0.00002	277	0.00002	673	0.00005	318	0.00003
Sphingobacterium sp.	341027	S	254	0.00001	277	0.00001	252	0.00002	200	0.00002	176	0.00002	146	0.00002	256	0.00002	329	0.00002	484	0.00002	0	0.00000	169	0.00001	115	0.00000	201	0.00001	144	0.00000	108	0.00001	371	0.00001	74	0.00001	322	0.00002	241	0.00002	152	0.00001
Sphingobacterium sp. G1-14	2003121	S	396	0.00002	299	0.00001	235	0.00002	290	0.00003	224	0.00002	221	0.00002	242	0.00001	536	0.00004	509	0.00002	0	0.00000	442	0.00002	79	0.00000	214	0.00001	103	0.00000	133	0.00001	506	0.00001	276	0.00004	362	0.00003	125	0.00001	184	0.00002
Sphingobacterium sp. Lzh-3	3382150	S	252	0.00001	262	0.00001	187	0.00002	113	0.00001	129	0.00001	168	0.00002	376	0.00002	207	0.00001	381	0.00002	0	0.00000	181	0.00001	59	0.00000	359	0.00002	80	0.00000	251	0.00002	364	0.00001	68	0.00001	643	0.00005	266	0.00002	190	0.00002
Sphingobacterium sp. B29	1933220	S	353	0.00002	417	0.00002	386	0.00003	176	0.00002	328	0.00003	272	0.00003	443	0.00003	521	0.00004	760	0.00003	0	0.00000	209	0.00001	261	0.00001	476	0.00003	366	0.00001	243	0.00002	276	0.00000	0	0.00000	555	0.00004	0	0.00000	300	0.00003
