name	taxonomy_id	taxonomy_lvl	C10_S21_G._num	C10_S21_G._frac	C1_S12_G._num	C1_S12_G._frac	C2_S13_G._num	C2_S13_G._frac	C3_S14_G._num	C3_S14_G._frac	C4_S15_G._num	C4_S15_G._frac	C5_S16_G._num	C5_S16_G._frac	C6_S17_G._num	C6_S17_G._frac	C7_S18_G._num	C7_S18_G._frac	C9_S20_G._num	C9_S20_G._frac	Post_Cntl_G._num	Post_Cntl_G._frac	S10_S11_G._num	S10_S11_G._frac	S1_S2_G._num	S1_S2_G._frac	S2_S3_G._num	S2_S3_G._frac	S3_S4_G._num	S3_S4_G._frac	S4_S5_G._num	S4_S5_G._frac	S5_S6_G._num	S5_S6_G._frac	S6_S7_G._num	S6_S7_G._frac	S7_S8_G._num	S7_S8_G._frac	S8_S9_G._num	S8_S9_G._frac	S9_S10_G._num	S9_S10_G._frac
Baekduia	2600304	G	747	0.00004	1147	0.00006	996	0.00009	716	0.00008	772	0.00007	961	0.00010	590	0.00003	1352	0.00009	913	0.00004	0	0.00000	1216	0.00006	2238	0.00009	947	0.00006	2651	0.00008	653	0.00006	27974	0.00050	448	0.00006	977	0.00007	995	0.00008	676	0.00006
Svornostia	3231543	G	313	0.00002	520	0.00003	432	0.00004	362	0.00004	301	0.00003	373	0.00004	225	0.00001	494	0.00003	321	0.00001	0	0.00000	367	0.00002	454	0.00002	355	0.00002	656	0.00002	276	0.00002	9059	0.00016	122	0.00002	438	0.00003	196	0.00002	274	0.00002
Conexibacter	191494	G	1035	0.00006	1875	0.00009	1572	0.00014	1197	0.00013	1289	0.00012	1441	0.00015	1114	0.00007	2107	0.00014	1336	0.00005	0	0.00000	1597	0.00008	2219	0.00009	1460	0.00010	3079	0.00009	1132	0.00010	34496	0.00062	595	0.00008	1734	0.00013	1201	0.00010	1147	0.00010
Paraconexibacter	2758920	G	641	0.00004	911	0.00004	773	0.00007	707	0.00008	632	0.00006	823	0.00009	589	0.00003	1048	0.00007	759	0.00003	0	0.00000	896	0.00005	1001	0.00004	763	0.00005	1359	0.00004	550	0.00005	18726	0.00033	344	0.00005	914	0.00007	544	0.00004	584	0.00005
Capillimicrobium	2976759	G	408	0.00002	613	0.00003	526	0.00005	409	0.00005	403	0.00004	567	0.00006	283	0.00002	757	0.00005	493	0.00002	0	0.00000	438	0.00002	630	0.00002	433	0.00003	930	0.00003	335	0.00003	20391	0.00036	198	0.00003	519	0.00004	310	0.00003	297	0.00003
Miltoncostaea	2843200	G	461	0.00003	837	0.00004	735	0.00006	576	0.00006	578	0.00006	661	0.00007	554	0.00003	885	0.00006	582	0.00002	0	0.00000	949	0.00005	1299	0.00005	866	0.00006	1790	0.00005	660	0.00006	11615	0.00021	366	0.00005	743	0.00005	569	0.00005	612	0.00005
Thermoleophilum	192992	G	143	0.00001	279	0.00001	303	0.00003	183	0.00002	223	0.00002	254	0.00003	140	0.00001	297	0.00002	164	0.00001	0	0.00000	282	0.00001	178	0.00001	192	0.00001	244	0.00001	154	0.00001	2374	0.00004	119	0.00002	246	0.00002	131	0.00001	170	0.00002
Rubrobacter	42255	G	1099	0.00006	2685	0.00013	2556	0.00022	1768	0.00020	1997	0.00019	2257	0.00024	1781	0.00011	2503	0.00017	1336	0.00005	0	0.00000	2766	0.00015	2739	0.00011	2566	0.00017	3859	0.00011	1829	0.00016	9742	0.00017	1063	0.00014	2577	0.00019	1908	0.00016	1825	0.00016
Euzebya	908623	G	326	0.00002	485	0.00002	447	0.00004	406	0.00005	423	0.00004	433	0.00005	343	0.00002	529	0.00004	420	0.00002	0	0.00000	465	0.00002	619	0.00002	441	0.00003	842	0.00002	353	0.00003	3395	0.00006	173	0.00002	483	0.00004	440	0.00004	316	0.00003
Egicoccus	1755825	G	255	0.00001	382	0.00002	339	0.00003	269	0.00003	278	0.00003	355	0.00004	255	0.00002	396	0.00003	326	0.00001	0	0.00000	507	0.00003	589	0.00002	497	0.00003	838	0.00002	361	0.00003	3047	0.00005	158	0.00002	443	0.00003	186	0.00002	329	0.00003
Egibacter	1747770	G	234	0.00001	339	0.00002	262	0.00002	204	0.00002	226	0.00002	245	0.00003	196	0.00001	290	0.00002	228	0.00001	0	0.00000	419	0.00002	441	0.00002	333	0.00002	652	0.00002	278	0.00002	2379	0.00004	161	0.00002	384	0.00003	217	0.00002	295	0.00003
Ruminococcus	1263	G	252545	0.01483	168233	0.00811	176052	0.01515	123112	0.01370	135382	0.01294	142613	0.01485	180176	0.01063	464486	0.03137	316033	0.01270	12	0.00000	378100	0.01986	1720435	0.06613	247532	0.01684	2334553	0.06741	163279	0.01448	365017	0.00652	150965	0.02033	229699	0.01668	175833	0.01431	177100	0.01574
Faecalibacterium	216851	G	66857	0.00393	257408	0.01240	273513	0.02354	187050	0.02082	256584	0.02452	209095	0.02177	220189	0.01300	243470	0.01644	87675	0.00352	79	0.00000	369876	0.01942	560491	0.02154	289227	0.01967	771137	0.02227	215580	0.01911	308290	0.00551	146912	0.01978	438691	0.03186	326986	0.02661	220089	0.01956
Vescimonas	2892396	G	35997	0.00211	144129	0.00694	169257	0.01457	110906	0.01234	155839	0.01489	122462	0.01275	138170	0.00815	150826	0.01019	47044	0.00189	0	0.00000	275211	0.01445	579274	0.02226	240881	0.01639	797235	0.02302	186270	0.01652	151574	0.00271	107307	0.01445	351173	0.02551	269422	0.02192	178781	0.01589
Flavonifractor	946234	G	13844	0.00081	53827	0.00259	58761	0.00506	38947	0.00434	54572	0.00522	41628	0.00433	49152	0.00290	52996	0.00358	17691	0.00071	0	0.00000	88096	0.00463	174193	0.00670	67152	0.00457	243573	0.00703	51314	0.00455	69719	0.00125	34801	0.00469	98271	0.00714	81378	0.00662	48896	0.00434
Subdoligranulum	292632	G	12957	0.00076	51902	0.00250	57021	0.00491	38819	0.00432	53702	0.00513	44392	0.00462	45625	0.00269	50682	0.00342	16697	0.00067	0	0.00000	84427	0.00443	144387	0.00555	61896	0.00421	199884	0.00577	45909	0.00407	72504	0.00130	33281	0.00448	92209	0.00670	74696	0.00608	46328	0.00412
Pseudoflavonifractor	1017280	G	12121	0.00071	51097	0.00246	59808	0.00515	38876	0.00433	53858	0.00515	41943	0.00437	47743	0.00282	51362	0.00347	15377	0.00062	0	0.00000	80918	0.00425	120166	0.00462	64577	0.00439	167556	0.00484	47690	0.00423	58448	0.00104	31808	0.00428	95182	0.00691	69583	0.00566	48037	0.00427
Lawsonibacter	2172004	G	11115	0.00065	48231	0.00232	54288	0.00467	35987	0.00401	49908	0.00477	37766	0.00393	42268	0.00249	46144	0.00312	14564	0.00059	0	0.00000	73118	0.00384	108426	0.00417	53860	0.00366	151215	0.00437	42057	0.00373	63456	0.00113	28861	0.00389	80913	0.00588	62661	0.00510	40280	0.00358
Oscillibacter	459786	G	20877	0.00123	85039	0.00410	90965	0.00783	60221	0.00670	84176	0.00804	66714	0.00695	81490	0.00481	86809	0.00586	26758	0.00108	0	0.00000	161707	0.00849	287700	0.01106	119204	0.00811	395231	0.01141	91823	0.00814	94419	0.00169	62906	0.00847	156219	0.01135	129178	0.01051	88097	0.00783
Caproicibacterium	2834348	G	10151	0.00060	34226	0.00165	35187	0.00303	23710	0.00264	29691	0.00284	26916	0.00280	32736	0.00193	32955	0.00223	12895	0.00052	0	0.00000	43464	0.00228	62398	0.00240	33338	0.00227	84813	0.00245	24571	0.00218	30747	0.00055	17062	0.00230	43740	0.00318	28145	0.00229	25973	0.00231
Pusillibacter	2892397	G	9350	0.00055	38249	0.00184	43747	0.00376	28193	0.00314	36150	0.00345	30986	0.00323	37298	0.00220	38247	0.00258	12246	0.00049	0	0.00000	80008	0.00420	127814	0.00491	59063	0.00402	176499	0.00510	42866	0.00380	35136	0.00063	31361	0.00422	70592	0.00513	60469	0.00492	42534	0.00378
Bengtsoniella	3389389	G	4450	0.00026	17074	0.00082	18108	0.00156	12188	0.00136	16762	0.00160	13030	0.00136	17163	0.00101	16815	0.00114	5678	0.00023	0	0.00000	19583	0.00103	23476	0.00090	17878	0.00122	32373	0.00093	13382	0.00119	13337	0.00024	7906	0.00106	24532	0.00178	15423	0.00126	13451	0.00120
Ruminiclostridium	1508657	G	4961	0.00029	8721	0.00042	9715	0.00084	6574	0.00073	7798	0.00075	7543	0.00079	11897	0.00070	9941	0.00067	6243	0.00025	0	0.00000	14000	0.00074	11161	0.00043	9948	0.00068	15389	0.00044	6747	0.00060	7330	0.00013	5580	0.00075	10472	0.00076	6910	0.00056	8225	0.00073
Owariibacterium	3393728	G	6825	0.00040	24867	0.00120	28349	0.00244	18933	0.00211	24551	0.00235	21876	0.00228	22597	0.00133	25993	0.00176	8727	0.00035	0	0.00000	42952	0.00226	78842	0.00303	34446	0.00234	108056	0.00312	25148	0.00223	30866	0.00055	17264	0.00232	42998	0.00312	34021	0.00277	25973	0.00231
Acetivibrio	35829	G	5486	0.00032	11052	0.00053	13816	0.00119	8830	0.00098	10464	0.00100	11019	0.00115	13735	0.00081	11993	0.00081	6869	0.00028	0	0.00000	14739	0.00077	12856	0.00049	13543	0.00092	16268	0.00047	9664	0.00086	9731	0.00017	6247	0.00084	15278	0.00111	8736	0.00071	12346	0.00110
Solibaculum	2842531	G	6008	0.00035	21586	0.00104	26451	0.00228	17189	0.00191	20140	0.00192	19568	0.00204	20037	0.00118	23755	0.00160	7127	0.00029	0	0.00000	25649	0.00135	26842	0.00103	22682	0.00154	36698	0.00106	16953	0.00150	16119	0.00029	10032	0.00135	29818	0.00217	18153	0.00148	17500	0.00156
Ruthenibacterium	1905344	G	4094	0.00024	15288	0.00074	16373	0.00141	10872	0.00121	13908	0.00133	12708	0.00132	13599	0.00080	15589	0.00105	5297	0.00021	0	0.00000	27090	0.00142	69403	0.00267	20600	0.00140	97492	0.00282	15447	0.00137	21360	0.00038	10838	0.00146	28449	0.00207	22354	0.00182	15564	0.00138
Anaerotruncus	244127	G	4429	0.00026	16033	0.00077	19438	0.00167	12339	0.00137	14458	0.00138	14650	0.00153	14343	0.00085	17415	0.00118	5524	0.00022	0	0.00000	22221	0.00117	27790	0.00107	19163	0.00130	38262	0.00110	13357	0.00118	14600	0.00026	8979	0.00121	21479	0.00156	15588	0.00127	14534	0.00129
Ethanoligenens	253238	G	3132	0.00018	11011	0.00053	12542	0.00108	8263	0.00092	9228	0.00088	8924	0.00093	10007	0.00059	10927	0.00074	3636	0.00015	0	0.00000	12720	0.00067	15880	0.00061	11609	0.00079	21578	0.00062	8604	0.00076	10024	0.00018	5170	0.00070	14129	0.00103	9845	0.00080	8398	0.00075
Petroclostridium	2304687	G	2352	0.00014	6476	0.00031	6603	0.00057	4416	0.00049	5632	0.00054	4921	0.00051	7344	0.00043	6651	0.00045	2963	0.00012	0	0.00000	7409	0.00039	6749	0.00026	5839	0.00040	9346	0.00027	4248	0.00038	3985	0.00007	2992	0.00040	7698	0.00056	4566	0.00037	4771	0.00042
Paludihabitans	2038676	G	2258	0.00013	6922	0.00033	7587	0.00065	5192	0.00058	5793	0.00055	5418	0.00056	9414	0.00056	7331	0.00050	3041	0.00012	0	0.00000	10039	0.00053	9110	0.00035	8234	0.00056	12303	0.00036	5761	0.00051	3831	0.00007	3987	0.00054	7693	0.00056	4699	0.00038	6636	0.00059
Thermocaproicibacter	3048127	G	2157	0.00013	7521	0.00036	8507	0.00073	5472	0.00061	6421	0.00061	6329	0.00066	7260	0.00043	7830	0.00053	2632	0.00011	0	0.00000	8835	0.00046	12897	0.00050	7412	0.00050	17839	0.00052	5283	0.00047	6018	0.00011	3504	0.00047	8281	0.00060	6033	0.00049	5805	0.00052
Amygdalobacter	3079925	G	1568	0.00009	4449	0.00021	5504	0.00047	3498	0.00039	4353	0.00042	4112	0.00043	4744	0.00028	4822	0.00033	2071	0.00008	0	0.00000	6184	0.00032	6893	0.00026	4939	0.00034	9331	0.00027	3343	0.00030	4267	0.00008	2540	0.00034	7297	0.00053	3569	0.00029	4058	0.00036
Fastidiosipila	236752	G	1556	0.00009	4250	0.00020	5002	0.00043	3258	0.00036	3517	0.00034	3746	0.00039	4136	0.00024	4434	0.00030	2026	0.00008	0	0.00000	4746	0.00025	2814	0.00011	3607	0.00025	3690	0.00011	2568	0.00023	2699	0.00005	1836	0.00025	4097	0.00030	2843	0.00023	2858	0.00025
Thermoclostridium	2304691	G	1456	0.00009	3705	0.00018	4030	0.00035	2657	0.00030	3122	0.00030	3228	0.00034	4046	0.00024	3931	0.00027	1753	0.00007	0	0.00000	4423	0.00023	5369	0.00021	3992	0.00027	7203	0.00021	2824	0.00025	3804	0.00007	1818	0.00024	4779	0.00035	3456	0.00028	3157	0.00028
Mageeibacillus	1637257	G	1427	0.00008	3218	0.00016	4321	0.00037	2803	0.00031	3123	0.00030	3525	0.00037	3533	0.00021	3975	0.00027	1638	0.00007	0	0.00000	4476	0.00024	2823	0.00011	4067	0.00028	3756	0.00011	2439	0.00022	3305	0.00006	1820	0.00025	4372	0.00032	2198	0.00018	3044	0.00027
Dysosmobacter	2591381	G	8505	0.00050	35201	0.00170	36790	0.00317	24161	0.00269	34821	0.00333	24903	0.00259	33937	0.00200	32016	0.00216	11807	0.00047	0	0.00000	75090	0.00394	124452	0.00478	55101	0.00375	172120	0.00497	41031	0.00364	31867	0.00057	30302	0.00408	73038	0.00530	68853	0.00560	41384	0.00368
Clostridium	1485	G	304759	0.01790	269577	0.01299	303369	0.02611	181390	0.02019	248812	0.02378	225598	0.02349	416299	0.02457	573974	0.03877	436402	0.01754	342	0.00001	408056	0.02143	457524	0.01759	307034	0.02089	602438	0.01740	208841	0.01852	411418	0.00735	162886	0.02194	298916	0.02171	265284	0.02159	283437	0.02519
Proteiniclasticum	1155385	G	16870	0.00099	7352	0.00035	7874	0.00068	4969	0.00055	6128	0.00059	6146	0.00064	5344	0.00032	6946	0.00047	16130	0.00065	0	0.00000	7889	0.00041	7422	0.00029	6337	0.00043	10490	0.00030	4567	0.00040	10108	0.00018	3294	0.00044	8214	0.00060	5583	0.00045	4946	0.00044
Crassaminicella	1848399	G	5834	0.00034	5859	0.00028	6274	0.00054	3927	0.00044	5017	0.00048	5047	0.00053	7618	0.00045	6764	0.00046	7767	0.00031	0	0.00000	8351	0.00044	8219	0.00032	6463	0.00044	11280	0.00033	4355	0.00039	6792	0.00012	3525	0.00047	7450	0.00054	4963	0.00040	5554	0.00049
Haloimpatiens	1755832	G	5625	0.00033	6315	0.00030	6473	0.00056	4325	0.00048	5195	0.00050	5151	0.00054	7935	0.00047	8004	0.00054	8625	0.00035	29	0.00000	8855	0.00047	8982	0.00035	7273	0.00049	11988	0.00035	4676	0.00041	6933	0.00012	3523	0.00047	7483	0.00054	5126	0.00042	6044	0.00054
Caloramator	44258	G	4215	0.00025	6763	0.00033	7622	0.00066	4913	0.00055	5833	0.00056	5816	0.00061	8245	0.00049	7616	0.00051	5770	0.00023	0	0.00000	9477	0.00050	9710	0.00037	7848	0.00053	12820	0.00037	5204	0.00046	6523	0.00012	3647	0.00049	9472	0.00069	5629	0.00046	6574	0.00058
Wukongibacter	1884926	G	3238	0.00019	3817	0.00018	4022	0.00035	2574	0.00029	2968	0.00028	3054	0.00032	4852	0.00029	4197	0.00028	4110	0.00017	0	0.00000	5571	0.00029	3760	0.00014	3978	0.00027	4797	0.00014	2635	0.00023	4561	0.00008	2301	0.00031	4347	0.00032	3047	0.00025	3287	0.00029
Oceanirhabdus	1434026	G	2117	0.00012	2471	0.00012	2591	0.00022	1734	0.00019	1981	0.00019	2063	0.00021	3084	0.00018	3009	0.00020	2960	0.00012	0	0.00000	3875	0.00020	2518	0.00010	2577	0.00018	3221	0.00009	1714	0.00015	3103	0.00006	1573	0.00021	3013	0.00022	2020	0.00016	2154	0.00019
Lactonifactor	420345	G	2260	0.00013	7575	0.00036	6784	0.00058	5070	0.00056	5888	0.00056	6195	0.00065	8429	0.00050	6406	0.00043	3226	0.00013	0	0.00000	11395	0.00060	21072	0.00081	7821	0.00053	28495	0.00082	5480	0.00049	9602	0.00017	4617	0.00062	8798	0.00064	7692	0.00063	5870	0.00052
Sarcina	1266	G	1883	0.00011	2202	0.00011	2271	0.00020	1483	0.00017	1822	0.00017	1856	0.00019	3421	0.00020	4177	0.00028	2990	0.00012	0	0.00000	3400	0.00018	3144	0.00012	2532	0.00017	4281	0.00012	1505	0.00013	2328	0.00004	1347	0.00018	2895	0.00021	2328	0.00019	2163	0.00019
Hathewaya	1769729	G	1414	0.00008	2119	0.00010	2473	0.00021	1469	0.00016	1826	0.00017	1810	0.00019	2188	0.00013	2480	0.00017	1991	0.00008	0	0.00000	2854	0.00015	2329	0.00009	1963	0.00013	3122	0.00009	1387	0.00012	1593	0.00003	1138	0.00015	2382	0.00017	1861	0.00015	1745	0.00016
Candidatus Arthromitus	49082	G	1345	0.00008	1655	0.00008	2002	0.00017	1217	0.00014	1480	0.00014	1394	0.00015	2341	0.00014	2020	0.00014	1719	0.00007	0	0.00000	2629	0.00014	4262	0.00016	2072	0.00014	5473	0.00016	1264	0.00011	1646	0.00003	1048	0.00014	2138	0.00016	1394	0.00011	1751	0.00016
Aristaeella	3046369	G	33786	0.00198	122489	0.00590	143991	0.01239	72988	0.00812	73806	0.00705	106967	0.01114	75834	0.00448	136063	0.00919	41059	0.00165	0	0.00000	107635	0.00565	71867	0.00276	70172	0.00477	97773	0.00282	54550	0.00484	475547	0.00850	41873	0.00564	111332	0.00809	58390	0.00475	54577	0.00485
Flintibacter	1918454	G	15310	0.00090	66358	0.00320	71717	0.00617	47837	0.00532	64845	0.00620	48810	0.00508	56881	0.00336	61935	0.00418	20166	0.00081	0	0.00000	80463	0.00423	180967	0.00696	65924	0.00448	256241	0.00740	52799	0.00468	72769	0.00130	31946	0.00430	97531	0.00708	69065	0.00562	49196	0.00437
Intestinimonas	1392389	G	6515	0.00038	25618	0.00123	28556	0.00246	19602	0.00218	26696	0.00255	21233	0.00221	24864	0.00147	26108	0.00176	8401	0.00034	0	0.00000	50669	0.00266	74754	0.00287	39091	0.00266	104656	0.00302	29079	0.00258	35021	0.00063	19928	0.00268	54762	0.00398	43251	0.00352	29087	0.00258
Proteiniborus	415014	G	4563	0.00027	2102	0.00010	2262	0.00019	1408	0.00016	1691	0.00016	1672	0.00017	2448	0.00014	2232	0.00015	5606	0.00023	0	0.00000	2714	0.00014	2508	0.00010	2145	0.00015	3281	0.00009	1277	0.00011	2128	0.00004	1085	0.00015	1991	0.00014	1535	0.00012	1715	0.00015
Fenollaria	1686313	G	1783	0.00010	2957	0.00014	3517	0.00030	2030	0.00023	2631	0.00025	2748	0.00029	2853	0.00017	3111	0.00021	2229	0.00009	36	0.00000	4048	0.00021	1962	0.00008	2920	0.00020	2526	0.00007	1827	0.00016	3231	0.00006	1589	0.00021	3308	0.00024	2042	0.00017	2477	0.00022
Fusibacter	76008	G	1266	0.00007	2085	0.00010	2063	0.00018	1434	0.00016	1643	0.00016	1768	0.00018	2456	0.00014	2235	0.00015	1652	0.00007	0	0.00000	2613	0.00014	1584	0.00006	1879	0.00013	1990	0.00006	1336	0.00012	2155	0.00004	1080	0.00015	2038	0.00015	1287	0.00010	1524	0.00014
Thermaerobacter	73918	G	1075	0.00006	3291	0.00016	3130	0.00027	2240	0.00025	3122	0.00030	2658	0.00028	2486	0.00015	3079	0.00021	1320	0.00005	0	0.00000	4126	0.00022	5287	0.00020	2999	0.00020	7582	0.00022	2283	0.00020	7478	0.00013	1622	0.00022	4245	0.00031	3384	0.00028	2163	0.00019
Sulfobacillus	28033	G	120	0.00001	290	0.00001	286	0.00002	185	0.00002	209	0.00002	234	0.00002	210	0.00001	293	0.00002	168	0.00001	0	0.00000	155	0.00001	108	0.00000	199	0.00001	182	0.00001	129	0.00001	290	0.00001	66	0.00001	235	0.00002	70	0.00001	131	0.00001
Levyella	1715798	G	677	0.00004	1929	0.00009	1960	0.00017	1354	0.00015	1734	0.00017	1790	0.00019	1512	0.00009	1717	0.00012	867	0.00003	0	0.00000	2069	0.00011	1923	0.00007	1725	0.00012	2648	0.00008	1235	0.00011	2757	0.00005	831	0.00011	2062	0.00015	1771	0.00014	1290	0.00011
Carboxydocella	178898	G	464	0.00003	1518	0.00007	1409	0.00012	902	0.00010	1068	0.00010	1182	0.00012	1380	0.00008	1267	0.00009	552	0.00002	0	0.00000	1728	0.00009	1495	0.00006	1438	0.00010	2046	0.00006	1066	0.00009	1258	0.00002	663	0.00009	1437	0.00010	950	0.00008	1064	0.00009
Eubacterium	1730	G	18055	0.00106	51846	0.00250	48196	0.00415	34249	0.00381	41130	0.00393	44898	0.00468	55474	0.00327	49514	0.00334	25504	0.00103	0	0.00000	85104	0.00447	122839	0.00472	59008	0.00401	162419	0.00469	41894	0.00371	81020	0.00145	33725	0.00454	58855	0.00427	49241	0.00401	46870	0.00416
Acetobacterium	33951	G	5664	0.00033	8435	0.00041	8243	0.00071	5486	0.00061	6902	0.00066	6807	0.00071	8027	0.00047	7653	0.00052	7121	0.00029	0	0.00000	10451	0.00055	10879	0.00042	8103	0.00055	15126	0.00044	5609	0.00050	10951	0.00020	4218	0.00057	9437	0.00069	6877	0.00056	6370	0.00057
Alkalibacter	274470	G	2282	0.00013	2409	0.00012	2513	0.00022	1554	0.00017	2123	0.00020	1961	0.00020	2061	0.00012	2321	0.00016	2468	0.00010	0	0.00000	2478	0.00013	1993	0.00008	2140	0.00015	2604	0.00008	1575	0.00014	3042	0.00005	989	0.00013	2843	0.00021	1546	0.00013	1767	0.00016
Pseudoramibacter	113286	G	1140	0.00007	3964	0.00019	3683	0.00032	2527	0.00028	2818	0.00027	3242	0.00034	2645	0.00016	3600	0.00024	1380	0.00006	0	0.00000	4329	0.00023	6155	0.00024	3399	0.00023	8257	0.00024	2452	0.00022	6004	0.00011	1668	0.00022	4106	0.00030	3892	0.00032	2550	0.00023
Anaerofustis	264995	G	1230	0.00007	3867	0.00019	4508	0.00039	2731	0.00030	3321	0.00032	3783	0.00039	4411	0.00026	4253	0.00029	1564	0.00006	0	0.00000	5056	0.00027	5585	0.00021	4400	0.00030	7540	0.00022	2891	0.00026	3509	0.00006	2071	0.00028	4421	0.00032	3464	0.00028	3450	0.00031
Desulfosporosinus	79206	G	13077	0.00077	4817	0.00023	4796	0.00041	3035	0.00034	3793	0.00036	3806	0.00040	5375	0.00032	4838	0.00033	9674	0.00039	0	0.00000	6518	0.00034	8439	0.00032	4628	0.00031	10418	0.00030	3187	0.00028	6137	0.00011	2625	0.00035	5352	0.00039	3602	0.00029	3631	0.00032
Desulfitobacterium	36853	G	7289	0.00043	7246	0.00035	7652	0.00066	4937	0.00055	6047	0.00058	5998	0.00062	7352	0.00043	7088	0.00048	7392	0.00030	0	0.00000	9535	0.00050	10859	0.00042	7925	0.00054	15132	0.00044	5207	0.00046	9117	0.00016	3672	0.00049	8922	0.00065	5637	0.00046	5748	0.00051
Dehalobacter	56112	G	4142	0.00024	5511	0.00027	5403	0.00046	3588	0.00040	4598	0.00044	4339	0.00045	5727	0.00034	4883	0.00033	4383	0.00018	0	0.00000	7724	0.00041	7986	0.00031	5845	0.00040	10527	0.00030	4179	0.00037	6556	0.00012	2980	0.00040	6938	0.00050	5095	0.00041	4541	0.00040
Syntrophobotulus	51196	G	538	0.00003	1054	0.00005	1099	0.00009	661	0.00007	832	0.00008	841	0.00009	976	0.00006	1007	0.00007	580	0.00002	0	0.00000	1452	0.00008	1716	0.00007	1361	0.00009	2307	0.00007	1037	0.00009	1283	0.00002	550	0.00007	1327	0.00010	919	0.00007	1032	0.00009
Butyricicoccus	580596	G	6695	0.00039	25155	0.00121	26584	0.00229	17409	0.00194	21960	0.00210	20457	0.00213	21385	0.00126	23805	0.00161	8498	0.00034	0	0.00000	34534	0.00181	61878	0.00238	29385	0.00200	86071	0.00249	21181	0.00188	22314	0.00040	13861	0.00187	33311	0.00242	34603	0.00282	22071	0.00196
Agathobaculum	2048137	G	5938	0.00035	19477	0.00094	21445	0.00185	14604	0.00163	18136	0.00173	16280	0.00170	22307	0.00132	21678	0.00146	7092	0.00029	0	0.00000	46760	0.00246	59622	0.00229	38718	0.00263	79951	0.00231	27179	0.00241	24380	0.00044	19294	0.00260	43831	0.00318	38866	0.00316	30029	0.00267
Intestinibacillus	1928820	G	1750	0.00010	7175	0.00035	7767	0.00067	4951	0.00055	6320	0.00060	6108	0.00064	4554	0.00027	6472	0.00044	2469	0.00010	0	0.00000	4359	0.00023	4306	0.00017	3799	0.00026	6368	0.00018	2811	0.00025	6783	0.00012	1644	0.00022	4727	0.00034	3138	0.00026	2920	0.00026
Caproiciproducens	1738645	G	5810	0.00034	16807	0.00081	17384	0.00150	11607	0.00129	14324	0.00137	13664	0.00142	15847	0.00094	16920	0.00114	7017	0.00028	0	0.00000	24520	0.00129	33621	0.00129	17833	0.00121	46408	0.00134	13311	0.00118	18990	0.00034	9610	0.00129	24213	0.00176	15834	0.00129	13755	0.00122
Acutalibacter	1918385	G	3223	0.00019	12515	0.00060	12861	0.00111	8715	0.00097	11655	0.00111	9696	0.00101	11931	0.00070	11878	0.00080	3954	0.00016	0	0.00000	20432	0.00107	26979	0.00104	15888	0.00108	37699	0.00109	11909	0.00106	15749	0.00028	7983	0.00108	23062	0.00167	18498	0.00151	12038	0.00107
Caproicibacter	2576755	G	3716	0.00022	11726	0.00056	11196	0.00096	7940	0.00088	9769	0.00093	9195	0.00096	9466	0.00056	11223	0.00076	4234	0.00017	0	0.00000	14653	0.00077	19881	0.00076	12947	0.00088	27054	0.00078	9337	0.00083	14353	0.00026	5998	0.00081	16432	0.00119	11272	0.00092	9822	0.00087
Dehalobacterium	51514	G	2581	0.00015	2651	0.00013	2378	0.00020	1508	0.00017	2232	0.00021	1830	0.00019	2162	0.00013	2314	0.00016	2983	0.00012	0	0.00000	2831	0.00015	2494	0.00010	2274	0.00015	3348	0.00010	1591	0.00014	2530	0.00005	1124	0.00015	3018	0.00022	1741	0.00014	1741	0.00015
Desulforamulus	2916693	G	1992	0.00012	4428	0.00021	4688	0.00040	3048	0.00034	3858	0.00037	3700	0.00039	4712	0.00028	4607	0.00031	2618	0.00011	0	0.00000	6331	0.00033	4580	0.00018	4579	0.00031	6225	0.00018	3109	0.00028	4854	0.00009	2608	0.00035	5967	0.00043	3539	0.00029	3392	0.00030
Thermanaerosceptrum	2651578	G	650	0.00004	1514	0.00007	1592	0.00014	1053	0.00012	1199	0.00011	1290	0.00013	1540	0.00009	1585	0.00011	696	0.00003	0	0.00000	1950	0.00010	1502	0.00006	1537	0.00010	2138	0.00006	1070	0.00009	1734	0.00003	715	0.00010	1915	0.00014	1438	0.00012	1126	0.00010
Desulfofarcimen	2282742	G	606	0.00004	1103	0.00005	1350	0.00012	857	0.00010	1066	0.00010	968	0.00010	1326	0.00008	1327	0.00009	685	0.00003	0	0.00000	1471	0.00008	1126	0.00004	1288	0.00009	1512	0.00004	946	0.00008	1215	0.00002	612	0.00008	1210	0.00009	929	0.00008	1083	0.00010
Candidatus Formimonas	2840454	G	600	0.00004	1672	0.00008	1557	0.00013	1003	0.00011	1187	0.00011	1260	0.00013	1240	0.00007	1468	0.00010	731	0.00003	0	0.00000	1870	0.00010	1971	0.00008	1727	0.00012	2711	0.00008	1195	0.00011	2472	0.00004	731	0.00010	1854	0.00013	1162	0.00009	1289	0.00011
Phosphitispora	2903061	G	702	0.00004	1136	0.00005	1181	0.00010	726	0.00008	933	0.00009	1037	0.00011	1224	0.00007	1132	0.00008	752	0.00003	0	0.00000	1367	0.00007	1274	0.00005	1182	0.00008	1649	0.00005	867	0.00008	1210	0.00002	531	0.00007	1312	0.00010	937	0.00008	831	0.00007
