name	taxonomy_id	taxonomy_lvl	C10_S21_F._num	C10_S21_F._frac	C1_S12_F._num	C1_S12_F._frac	C2_S13_F._num	C2_S13_F._frac	C3_S14_F._num	C3_S14_F._frac	C4_S15_F._num	C4_S15_F._frac	C5_S16_F._num	C5_S16_F._frac	C6_S17_F._num	C6_S17_F._frac	C7_S18_F._num	C7_S18_F._frac	C9_S20_F._num	C9_S20_F._frac	Post_Cntl_F._num	Post_Cntl_F._frac	S10_S11_F._num	S10_S11_F._frac	S1_S2_F._num	S1_S2_F._frac	S2_S3_F._num	S2_S3_F._frac	S3_S4_F._num	S3_S4_F._frac	S4_S5_F._num	S4_S5_F._frac	S5_S6_F._num	S5_S6_F._frac	S6_S7_F._num	S6_S7_F._frac	S7_S8_F._num	S7_S8_F._frac	S8_S9_F._num	S8_S9_F._frac	S9_S10_F._num	S9_S10_F._frac
Anaerotignaceae	3118652	F	6539	0.00038	13900	0.00067	14524	0.00125	10320	0.00115	13731	0.00131	11200	0.00117	15790	0.00093	14824	0.00100	8549	0.00034	0	0.00000	20449	0.00107	17382	0.00067	13536	0.00092	23088	0.00067	9434	0.00084	9396	0.00017	8255	0.00111	14482	0.00105	17147	0.00140	10222	0.00091
Vallitaleaceae	2603322	F	5039	0.00030	6945	0.00033	6254	0.00054	4324	0.00048	5120	0.00049	5203	0.00054	8990	0.00053	6843	0.00046	7092	0.00029	0	0.00000	11535	0.00061	9282	0.00036	7106	0.00048	12209	0.00035	4896	0.00043	6825	0.00012	4440	0.00060	7501	0.00054	5275	0.00043	5981	0.00053
Cellulosilyticaceae	3018741	F	4617	0.00027	4733	0.00023	4463	0.00038	3136	0.00035	3956	0.00038	3597	0.00037	9488	0.00056	9855	0.00067	7429	0.00030	0	0.00000	10442	0.00055	7929	0.00030	5975	0.00041	9890	0.00029	4138	0.00037	7875	0.00014	3877	0.00052	5111	0.00037	4393	0.00036	4851	0.00043
Defluviitaleaceae	1185407	F	3460	0.00020	3305	0.00016	3098	0.00027	2161	0.00024	2599	0.00025	2546	0.00027	4309	0.00025	3208	0.00022	4802	0.00019	0	0.00000	5143	0.00027	5589	0.00021	3476	0.00024	7186	0.00021	2420	0.00021	2922	0.00005	2005	0.00027	3309	0.00024	2646	0.00022	2813	0.00025
Peptostreptococcaceae	186804	F	270203	0.01587	323448	0.01558	382822	0.03294	305761	0.03402	198596	0.01898	317898	0.03309	702125	0.04143	616976	0.04166	344502	0.01385	21	0.00000	193587	0.01017	135265	0.00520	112789	0.00767	181887	0.00525	88120	0.00781	144383	0.00258	75837	0.01021	84834	0.00616	190422	0.01549	113492	0.01008
Anaerovoracaceae	543314	F	28944	0.00170	88906	0.00428	91968	0.00791	58230	0.00648	72518	0.00693	82222	0.00856	61085	0.00360	80963	0.00547	36800	0.00148	17	0.00000	78481	0.00412	89436	0.00344	71745	0.00488	120552	0.00348	50443	0.00447	184733	0.00330	31285	0.00421	78361	0.00569	52921	0.00431	53748	0.00477
Natronincolaceae	3118656	F	7528	0.00044	5576	0.00027	5820	0.00050	3893	0.00043	4711	0.00045	4483	0.00047	6948	0.00041	6242	0.00042	9673	0.00039	0	0.00000	8123	0.00043	6529	0.00025	5890	0.00040	8835	0.00026	3932	0.00035	5753	0.00010	3407	0.00046	6510	0.00047	4322	0.00035	4954	0.00044
Filifactoraceae	3118655	F	3009	0.00018	4362	0.00021	4758	0.00041	3186	0.00035	3846	0.00037	4025	0.00042	5400	0.00032	5019	0.00034	4367	0.00018	0	0.00000	6681	0.00035	5337	0.00021	4975	0.00034	6909	0.00020	3073	0.00027	5763	0.00010	2758	0.00037	4917	0.00036	3318	0.00027	4047	0.00036
Thermotaleaceae	3118657	F	1655	0.00010	1602	0.00008	1586	0.00014	1039	0.00012	1349	0.00013	1370	0.00014	1754	0.00010	1730	0.00012	1925	0.00008	0	0.00000	2353	0.00012	2526	0.00010	1755	0.00012	3506	0.00010	1187	0.00011	1852	0.00003	894	0.00012	1926	0.00014	1232	0.00010	1405	0.00012
Caminicellaceae	3118654	F	1445	0.00008	1756	0.00008	2033	0.00017	1390	0.00015	1525	0.00015	1615	0.00017	2200	0.00013	2118	0.00014	1862	0.00007	0	0.00000	2710	0.00014	3264	0.00013	2009	0.00014	4244	0.00012	1258	0.00011	1482	0.00003	1106	0.00015	1954	0.00014	1553	0.00013	1670	0.00015
Peptoclostridiaceae	3120161	F	1363	0.00008	2403	0.00012	2319	0.00020	1505	0.00017	1755	0.00017	1929	0.00020	2000	0.00012	2054	0.00014	1728	0.00007	0	0.00000	2281	0.00012	4172	0.00016	1818	0.00012	5132	0.00015	1250	0.00011	3506	0.00006	829	0.00011	2102	0.00015	1412	0.00011	1424	0.00013
Thermoanaerobacteraceae	186814	F	9717	0.00057	15378	0.00074	16000	0.00138	10350	0.00115	12849	0.00123	12912	0.00134	18262	0.00108	16492	0.00111	12611	0.00051	19	0.00000	22571	0.00119	22490	0.00086	17394	0.00118	29941	0.00086	11616	0.00103	19032	0.00034	9198	0.00124	20657	0.00150	13054	0.00106	14179	0.00126
Candidatus Desulforudaceae	3399799	F	604	0.00004	1678	0.00008	1666	0.00014	1151	0.00013	1383	0.00013	1292	0.00013	1386	0.00008	1569	0.00011	702	0.00003	0	0.00000	2132	0.00011	2977	0.00011	1746	0.00012	4080	0.00012	1285	0.00011	2936	0.00005	760	0.00010	2292	0.00017	1208	0.00010	1247	0.00011
Thermoanaerobacterales Family IV. Incertae Sedis	543372	F	620	0.00004	1518	0.00007	1610	0.00014	978	0.00011	1333	0.00013	1379	0.00014	1364	0.00008	1660	0.00011	760	0.00003	0	0.00000	1810	0.00010	1120	0.00004	1656	0.00011	1539	0.00004	1051	0.00009	1541	0.00003	731	0.00010	1811	0.00013	1435	0.00012	1274	0.00011
Halanaerobiaceae	972	F	2218	0.00013	2871	0.00014	2738	0.00024	1748	0.00019	2180	0.00021	2183	0.00023	3700	0.00022	3048	0.00021	3058	0.00012	0	0.00000	4020	0.00021	4028	0.00015	2628	0.00018	5491	0.00016	1761	0.00016	2752	0.00005	1622	0.00022	3157	0.00023	2221	0.00018	2203	0.00020
Halobacteroidaceae	53434	F	2417	0.00014	3573	0.00017	3646	0.00031	2318	0.00026	3026	0.00029	3023	0.00031	4275	0.00025	3671	0.00025	3027	0.00012	0	0.00000	4504	0.00024	5319	0.00020	3461	0.00024	6690	0.00019	2287	0.00020	3949	0.00007	1849	0.00025	3448	0.00025	2514	0.00020	2700	0.00024
Halothermotrichaceae	3046412	F	380	0.00002	631	0.00003	557	0.00005	395	0.00004	485	0.00005	532	0.00006	787	0.00005	595	0.00004	507	0.00002	0	0.00000	777	0.00004	1079	0.00004	626	0.00004	1531	0.00004	397	0.00004	633	0.00001	294	0.00004	721	0.00005	301	0.00002	458	0.00004
Christensenellaceae	990719	F	4952	0.00029	16102	0.00078	17925	0.00154	12121	0.00135	14724	0.00141	14554	0.00152	14963	0.00088	17158	0.00116	5984	0.00024	0	0.00000	23158	0.00122	25694	0.00099	19119	0.00130	35588	0.00103	13663	0.00121	21533	0.00038	9137	0.00123	26743	0.00194	15840	0.00129	14943	0.00133
Neomoorellaceae	3039168	F	2238	0.00013	5996	0.00029	6052	0.00052	4090	0.00046	5101	0.00049	4861	0.00051	5193	0.00031	6085	0.00041	2691	0.00011	0	0.00000	7115	0.00037	7580	0.00029	6005	0.00041	10411	0.00030	4477	0.00040	9034	0.00016	2823	0.00038	8804	0.00064	5758	0.00047	4616	0.00041
Desulfitibacteraceae	3039170	F	619	0.00004	760	0.00004	694	0.00006	469	0.00005	578	0.00006	550	0.00006	942	0.00006	743	0.00005	754	0.00003	0	0.00000	854	0.00004	863	0.00003	738	0.00005	1219	0.00004	500	0.00004	922	0.00002	370	0.00005	980	0.00007	627	0.00005	581	0.00005
Zhaonellaceae	2748673	F	406	0.00002	1035	0.00005	1046	0.00009	649	0.00007	805	0.00008	804	0.00008	1206	0.00007	1034	0.00007	482	0.00002	0	0.00000	1682	0.00009	659	0.00003	1040	0.00007	814	0.00002	752	0.00007	1641	0.00003	681	0.00009	1437	0.00010	875	0.00007	792	0.00007
Monoglobaceae	3085657	F	2199	0.00013	7721	0.00037	9067	0.00078	6003	0.00067	6892	0.00066	6723	0.00070	9951	0.00059	8988	0.00061	2846	0.00011	0	0.00000	11927	0.00063	10605	0.00041	10202	0.00069	14332	0.00041	7054	0.00063	6184	0.00011	5016	0.00068	8978	0.00065	6367	0.00052	8394	0.00075
Tepidanaerobacteraceae	2770092	F	1255	0.00007	2428	0.00012	2300	0.00020	1596	0.00018	1825	0.00017	1889	0.00020	2426	0.00014	2257	0.00015	1572	0.00006	0	0.00000	3215	0.00017	3011	0.00012	2501	0.00017	4000	0.00012	1840	0.00016	2896	0.00005	1309	0.00018	2740	0.00020	1764	0.00014	1881	0.00017
Thermosediminibacteraceae	2770093	F	1857	0.00011	2566	0.00012	2737	0.00024	1840	0.00020	2295	0.00022	2220	0.00023	2959	0.00017	2746	0.00019	2340	0.00009	0	0.00000	3618	0.00019	3623	0.00014	2965	0.00020	4835	0.00014	1846	0.00016	1210	0.00002	1404	0.00019	3069	0.00022	2117	0.00017	2361	0.00021
Natranaerobiaceae	485255	F	529	0.00003	503	0.00002	572	0.00005	369	0.00004	454	0.00004	479	0.00005	698	0.00004	623	0.00004	764	0.00003	0	0.00000	724	0.00004	382	0.00001	689	0.00005	577	0.00002	475	0.00004	557	0.00001	292	0.00004	749	0.00005	538	0.00004	553	0.00005
Natranaerofabaceae	2807496	F	403	0.00002	635	0.00003	685	0.00006	400	0.00004	522	0.00005	532	0.00006	816	0.00005	716	0.00005	550	0.00002	0	0.00000	662	0.00003	749	0.00003	742	0.00005	1027	0.00003	488	0.00004	738	0.00001	288	0.00004	633	0.00005	400	0.00003	606	0.00005
Koleobacteraceae	2786988	F	441	0.00003	870	0.00004	847	0.00007	575	0.00006	669	0.00006	749	0.00008	1022	0.00006	908	0.00006	637	0.00003	0	0.00000	1033	0.00005	795	0.00003	884	0.00006	1140	0.00003	550	0.00005	1004	0.00002	417	0.00006	943	0.00007	751	0.00006	695	0.00006
Bacillaceae	186817	F	296174	0.01739	376611	0.01814	523220	0.04502	292325	0.03253	495833	0.04738	343474	0.03575	912590	0.05385	641166	0.04330	410757	0.01651	987	0.00002	505203	0.02653	409909	0.01575	378877	0.02577	550341	0.01589	230286	0.02041	791264	0.01414	196542	0.02646	338714	0.02460	259178	0.02109	280571	0.02493
Staphylococcaceae	90964	F	133590	0.00784	194892	0.00939	98035	0.00843	265712	0.02957	140427	0.01342	72046	0.00750	111874	0.00660	92547	0.00625	199687	0.00803	969	0.00002	358241	0.01881	121999	0.00469	87686	0.00596	133860	0.00387	324141	0.02873	97065	0.00173	120456	0.01622	86945	0.00631	89569	0.00729	86853	0.00772
Paenibacillaceae	186822	F	87736	0.00515	194076	0.00935	198569	0.01708	130269	0.01450	154202	0.01473	160100	0.01667	193434	0.01141	200210	0.01352	116631	0.00469	219	0.00000	250038	0.01313	242624	0.00932	190337	0.01295	327349	0.00945	135631	0.01202	302041	0.00540	98647	0.01328	214813	0.01560	156292	0.01272	143040	0.01271
Caryophanaceae	186818	F	82220	0.00483	73473	0.00354	134938	0.01161	58293	0.00649	101091	0.00966	53384	0.00556	601959	0.03552	297443	0.02009	133426	0.00536	14	0.00000	66162	0.00347	55506	0.00213	61248	0.00417	71585	0.00207	38456	0.00341	420779	0.00752	23980	0.00323	41317	0.00300	33592	0.00273	36731	0.00326
Listeriaceae	186820	F	11323	0.00066	13326	0.00064	18757	0.00161	9996	0.00111	16767	0.00160	15269	0.00159	17111	0.00101	11911	0.00080	18585	0.00075	0	0.00000	24167	0.00127	15490	0.00060	18547	0.00126	21604	0.00062	8031	0.00071	13659	0.00024	8967	0.00121	15555	0.00113	8596	0.00070	9279	0.00082
Anoxybacillaceae	3120669	F	7627	0.00045	17983	0.00087	10388	0.00089	11591	0.00129	8497	0.00081	8628	0.00090	14508	0.00086	10015	0.00068	17171	0.00069	0	0.00000	21958	0.00115	22218	0.00085	10195	0.00069	29287	0.00085	11728	0.00104	25878	0.00046	5359	0.00072	10605	0.00077	7925	0.00064	7638	0.00068
Thermoactinomycetaceae	186824	F	6207	0.00036	5773	0.00028	5086	0.00044	7914	0.00088	4558	0.00044	4407	0.00046	3867	0.00023	15719	0.00106	6186	0.00025	0	0.00000	4794	0.00025	4686	0.00018	4169	0.00028	6427	0.00019	2927	0.00026	6180	0.00011	1882	0.00025	4958	0.00036	2681	0.00022	3230	0.00029
Alicyclobacillaceae	186823	F	9542	0.00056	10856	0.00052	10942	0.00094	7597	0.00085	8938	0.00085	8965	0.00093	18102	0.00107	10765	0.00073	6128	0.00025	0	0.00000	12895	0.00068	12606	0.00048	11603	0.00079	16989	0.00049	8121	0.00072	17016	0.00030	5171	0.00070	12707	0.00092	8778	0.00071	8790	0.00078
Bacillales Family X. Incertae Sedis	539003	F	246	0.00001	635	0.00003	559	0.00005	415	0.00005	453	0.00004	553	0.00006	453	0.00003	604	0.00004	263	0.00001	0	0.00000	729	0.00004	752	0.00003	622	0.00004	974	0.00003	437	0.00004	1505	0.00003	299	0.00004	755	0.00005	400	0.00003	500	0.00004
Gemellaceae	539738	F	4153	0.00024	5461	0.00026	5989	0.00052	3748	0.00042	4773	0.00046	5002	0.00052	6728	0.00040	5747	0.00039	5717	0.00023	0	0.00000	8793	0.00046	7735	0.00030	6617	0.00045	10575	0.00031	4088	0.00036	6010	0.00011	6587	0.00089	5409	0.00039	11641	0.00095	10498	0.00093
Fictibacillaceae	3120697	F	2915	0.00017	5129	0.00025	4518	0.00039	3139	0.00035	3827	0.00037	3719	0.00039	5859	0.00035	4554	0.00031	4025	0.00016	0	0.00000	6338	0.00033	5916	0.00023	4494	0.00031	7486	0.00022	3128	0.00028	5781	0.00010	2494	0.00034	4857	0.00035	3117	0.00025	3621	0.00032
Sporolactobacillaceae	186821	F	1515	0.00009	2360	0.00011	2227	0.00019	1571	0.00017	1732	0.00017	1928	0.00020	2291	0.00014	2350	0.00016	1856	0.00007	0	0.00000	2721	0.00014	3543	0.00014	1997	0.00014	4774	0.00014	1304	0.00012	3024	0.00005	1024	0.00014	2076	0.00015	1511	0.00012	1550	0.00014
Guptibacillaceae	3421337	F	1795	0.00011	2471	0.00012	2212	0.00019	1492	0.00017	1908	0.00018	1866	0.00019	3280	0.00019	2222	0.00015	2797	0.00011	0	0.00000	3005	0.00016	2325	0.00009	2192	0.00015	3149	0.00009	1577	0.00014	2401	0.00004	1133	0.00015	2468	0.00018	1623	0.00013	1773	0.00016
Abyssicoccaceae	3076164	F	708	0.00004	661	0.00003	609	0.00005	407	0.00005	451	0.00004	517	0.00005	806	0.00005	496	0.00003	1038	0.00004	0	0.00000	960	0.00005	679	0.00003	603	0.00004	901	0.00003	474	0.00004	564	0.00001	339	0.00005	673	0.00005	724	0.00006	511	0.00005
Carnobacteriaceae	186828	F	260200	0.01528	298791	0.01439	25322	0.00218	61655	0.00686	41799	0.00399	17769	0.00185	134518	0.00794	66256	0.00447	485557	0.01952	0	0.00000	37204	0.00195	28606	0.00110	31569	0.00215	36305	0.00105	21469	0.00190	50484	0.00090	13536	0.00182	20959	0.00152	17134	0.00139	16598	0.00147
Lactobacillaceae	33958	F	134436	0.00789	124301	0.00599	120027	0.01033	77350	0.00861	82259	0.00786	98795	0.01028	111375	0.00657	118124	0.00798	184538	0.00742	744	0.00001	145763	0.00765	153683	0.00591	129404	0.00880	203598	0.00588	81327	0.00721	110987	0.00198	56844	0.00765	107881	0.00783	89209	0.00726	94942	0.00843
Enterococcaceae	81852	F	128916	0.00757	104442	0.00503	83603	0.00719	59209	0.00659	64761	0.00619	70246	0.00731	95824	0.00565	78329	0.00529	212908	0.00856	7819	0.00015	139267	0.00731	146016	0.00561	85307	0.00580	187708	0.00542	58227	0.00516	105633	0.00189	52371	0.00705	88212	0.00641	113197	0.00921	87743	0.00780
Streptococcaceae	1300	F	86410	0.00507	101236	0.00488	92554	0.00796	70692	0.00787	70563	0.00674	78193	0.00814	106103	0.00626	114193	0.00771	135972	0.00547	201	0.00000	174701	0.00917	160985	0.00619	99389	0.00676	209019	0.00604	65209	0.00578	113242	0.00202	68707	0.00925	106794	0.00775	110638	0.00900	86212	0.00766
Aerococcaceae	186827	F	81902	0.00481	108847	0.00524	11779	0.00101	20254	0.00225	10935	0.00104	8746	0.00091	21370	0.00126	14009	0.00095	132656	0.00533	0	0.00000	80955	0.00425	25007	0.00096	22218	0.00151	30773	0.00089	50587	0.00448	12069	0.00022	25786	0.00347	20267	0.00147	18388	0.00150	18418	0.00164
Tissierellaceae	1737406	F	31809	0.00187	6398	0.00031	6075	0.00052	3995	0.00044	4799	0.00046	4813	0.00050	6943	0.00041	6880	0.00046	40010	0.00161	0	0.00000	7642	0.00040	7915	0.00030	6022	0.00041	10797	0.00031	3858	0.00034	8269	0.00015	3150	0.00042	6398	0.00046	3829	0.00031	4879	0.00043
Peptoniphilaceae	1570339	F	30277	0.00178	35211	0.00170	41678	0.00359	25923	0.00288	32291	0.00309	32957	0.00343	41165	0.00243	38984	0.00263	39629	0.00159	22	0.00000	56706	0.00298	57220	0.00220	41124	0.00280	75154	0.00217	25495	0.00226	40855	0.00073	23078	0.00311	44976	0.00327	32268	0.00263	33671	0.00299
Tepidimicrobiaceae	2992719	F	10697	0.00063	2519	0.00012	2608	0.00022	1636	0.00018	2100	0.00020	2185	0.00023	3047	0.00018	2872	0.00019	13151	0.00053	0	0.00000	3223	0.00017	3072	0.00012	2585	0.00018	4147	0.00012	1660	0.00015	2763	0.00005	1329	0.00018	2993	0.00022	1873	0.00015	2244	0.00020
Acidilutibacteraceae	2992717	F	4875	0.00029	1979	0.00010	1976	0.00017	1351	0.00015	1644	0.00016	1683	0.00018	2441	0.00014	2246	0.00015	5803	0.00023	0	0.00000	2858	0.00015	3290	0.00013	1991	0.00014	4118	0.00012	1258	0.00011	1806	0.00003	1088	0.00015	2171	0.00016	1460	0.00012	1636	0.00015
Sporanaerobacteraceae	2992718	F	3075	0.00018	11993	0.00058	13082	0.00113	8476	0.00094	10502	0.00100	10277	0.00107	13367	0.00079	12802	0.00086	3952	0.00016	0	0.00000	1894	0.00010	2251	0.00009	12734	0.00087	21586	0.00062	8304	0.00074	13238	0.00024	768	0.00010	14485	0.00105	1157	0.00009	10547	0.00094
Gottschalkiaceae	2042895	F	2044	0.00012	1434	0.00007	1539	0.00013	1052	0.00012	1199	0.00011	1245	0.00013	1888	0.00011	1832	0.00012	2681	0.00011	0	0.00000	2144	0.00011	2430	0.00009	1644	0.00011	3106	0.00009	1096	0.00010	1451	0.00003	942	0.00013	1691	0.00012	1483	0.00012	1497	0.00013
Thermohalobacteraceae	2848916	F	16256	0.00095	1297	0.00006	1496	0.00013	937	0.00010	1156	0.00011	1157	0.00012	1760	0.00010	1662	0.00011	18675	0.00075	0	0.00000	17741	0.00093	16942	0.00065	1363	0.00009	2534	0.00007	880	0.00008	1464	0.00003	7099	0.00096	1686	0.00012	9839	0.00080	1147	0.00010
Erysipelotrichaceae	128827	F	47699	0.00280	57872	0.00279	58850	0.00506	41019	0.00456	48789	0.00466	53479	0.00557	56524	0.00334	49239	0.00333	81670	0.00328	0	0.00000	88561	0.00465	187851	0.00722	51527	0.00350	257386	0.00743	34618	0.00307	71214	0.00127	35915	0.00484	52619	0.00382	52861	0.00430	43487	0.00386
Turicibacteraceae	2810281	F	37197	0.00218	20976	0.00101	22985	0.00198	16179	0.00180	18316	0.00175	16921	0.00176	123985	0.00732	69050	0.00466	49335	0.00198	0	0.00000	35241	0.00185	19798	0.00076	27283	0.00186	25554	0.00074	21710	0.00192	14118	0.00025	13553	0.00182	10006	0.00073	66627	0.00542	30629	0.00272
Coprobacillaceae	2810280	F	12639	0.00074	26694	0.00129	30341	0.00261	20814	0.00232	24606	0.00235	25626	0.00267	27006	0.00159	23213	0.00157	18439	0.00074	15	0.00000	44697	0.00235	122968	0.00473	24647	0.00168	172790	0.00499	15280	0.00135	36299	0.00065	18231	0.00245	21245	0.00154	25750	0.00209	20694	0.00184
Selenomonadaceae	1843491	F	12359	0.00073	34339	0.00165	33029	0.00284	22821	0.00254	26504	0.00253	28219	0.00294	30377	0.00179	33499	0.00226	15409	0.00062	0	0.00000	41754	0.00219	51910	0.00199	48713	0.00331	67828	0.00196	28162	0.00250	230686	0.00412	16529	0.00223	37705	0.00274	27123	0.00221	29404	0.00261
Sporomusaceae	1843490	F	8669	0.00051	15062	0.00073	14973	0.00129	10098	0.00112	12187	0.00116	11983	0.00125	16889	0.00100	15476	0.00105	11325	0.00046	11	0.00000	21225	0.00111	21566	0.00083	16588	0.00113	28333	0.00082	11015	0.00098	21462	0.00038	8733	0.00118	18207	0.00132	11540	0.00094	12329	0.00110
Veillonellaceae	31977	F	10131	0.00059	27849	0.00134	27283	0.00235	19098	0.00213	23959	0.00229	23552	0.00245	25516	0.00151	26431	0.00178	13209	0.00053	0	0.00000	33177	0.00174	65900	0.00253	62473	0.00425	86887	0.00251	36930	0.00327	51902	0.00093	13140	0.00177	36674	0.00266	28819	0.00234	37815	0.00336
Acidaminococcaceae	909930	F	8688	0.00051	27165	0.00131	26407	0.00227	18362	0.00204	23478	0.00224	20725	0.00216	30798	0.00182	27856	0.00188	12634	0.00051	0	0.00000	66959	0.00352	48344	0.00186	46372	0.00315	63675	0.00184	29235	0.00259	42219	0.00075	27314	0.00368	45086	0.00327	31846	0.00259	31479	0.00280
Caldicellulosiruptoraceae	3071002	F	3894	0.00023	8056	0.00039	8332	0.00072	5505	0.00061	6357	0.00061	6384	0.00066	10130	0.00060	8676	0.00059	5454	0.00022	0	0.00000	11108	0.00058	10695	0.00041	9285	0.00063	14288	0.00041	5971	0.00053	7333	0.00013	4504	0.00061	9398	0.00068	6619	0.00054	7229	0.00064
Geochordaceae	3366852	F	549	0.00003	1647	0.00008	1708	0.00015	1126	0.00013	1412	0.00013	1392	0.00014	1263	0.00007	1675	0.00011	633	0.00003	0	0.00000	1922	0.00010	2782	0.00011	1392	0.00009	3921	0.00011	1100	0.00010	4266	0.00008	764	0.00010	2350	0.00017	1398	0.00011	1107	0.00010
Limnochordaceae	1676650	F	1569	0.00009	3452	0.00017	3296	0.00028	1824	0.00020	2102	0.00020	2234	0.00023	3171	0.00019	3281	0.00022	1862	0.00007	0	0.00000	3829	0.00020	2466	0.00009	3299	0.00022	4736	0.00014	2169	0.00019	4580	0.00008	1522	0.00020	2684	0.00019	2916	0.00024	2545	0.00023
Dethiobacteraceae	3086088	F	386	0.00002	669	0.00003	655	0.00006	907	0.00010	1110	0.00011	1097	0.00011	714	0.00004	665	0.00004	444	0.00002	0	0.00000	903	0.00005	2063	0.00008	663	0.00005	1052	0.00003	484	0.00004	1351	0.00002	367	0.00005	1732	0.00013	462	0.00004	543	0.00005
Acholeplasmataceae	2146	F	348693	0.02047	21623	0.00104	11224	0.00097	6741	0.00075	8145	0.00078	8134	0.00085	11824	0.00070	10821	0.00073	561418	0.02257	23	0.00000	13037	0.00068	10892	0.00042	9106	0.00062	14588	0.00042	5727	0.00051	10119	0.00018	5272	0.00071	7791	0.00057	9546	0.00078	7971	0.00071
Spiroplasmataceae	2131	F	13240	0.00078	15468	0.00075	16519	0.00142	10624	0.00118	13439	0.00128	13389	0.00139	17744	0.00105	16855	0.00114	17648	0.00071	32	0.00000	24452	0.00128	22425	0.00086	18312	0.00125	30645	0.00088	11735	0.00104	18749	0.00034	9836	0.00132	14992	0.00109	16489	0.00134	17048	0.00151
Entomoplasmataceae	33925	F	2835	0.00017	3156	0.00015	3663	0.00032	2229	0.00025	2676	0.00026	2863	0.00030	3546	0.00021	3514	0.00024	3831	0.00015	0	0.00000	5430	0.00029	4705	0.00018	3783	0.00026	6385	0.00018	2226	0.00020	3916	0.00007	2168	0.00029	2769	0.00020	3856	0.00031	3221	0.00029
Mycoplasmataceae	2092	F	12374	0.00073	13701	0.00066	15519	0.00134	9658	0.00107	11915	0.00114	12491	0.00130	16564	0.00098	15422	0.00104	15625	0.00063	157	0.00000	24031	0.00126	22037	0.00085	18590	0.00126	30070	0.00087	11395	0.00101	18669	0.00033	9848	0.00133	13595	0.00099	16823	0.00137	16584	0.00147
Candidatus Hepatoplasmataceae	3132029	F	136	0.00001	295	0.00001	295	0.00003	165	0.00002	243	0.00002	233	0.00002	324	0.00002	269	0.00002	191	0.00001	0	0.00000	368	0.00002	415	0.00002	330	0.00002	589	0.00002	269	0.00002	309	0.00001	144	0.00002	263	0.00002	259	0.00002	341	0.00003
Metamycoplasmataceae	2895623	F	13181	0.00077	16155	0.00078	18514	0.00159	11557	0.00129	14446	0.00138	14264	0.00148	20291	0.00120	18378	0.00124	17939	0.00072	71	0.00000	37270	0.00196	46345	0.00178	79456	0.00540	62032	0.00179	38449	0.00341	36169	0.00065	15107	0.00203	16996	0.00123	17214	0.00140	61290	0.00544
Mycoplasmoidaceae	2790998	F	2206	0.00013	3093	0.00015	3525	0.00030	2127	0.00024	2895	0.00028	2970	0.00031	3691	0.00022	3258	0.00022	2999	0.00012	0	0.00000	4816	0.00025	5290	0.00020	5886	0.00040	6958	0.00020	3589	0.00032	6747	0.00012	1861	0.00025	2937	0.00021	2890	0.00024	4981	0.00044
Candidatus Izemoplasmataceae	2975520	F	2264	0.00013	2023	0.00010	2422	0.00021	1491	0.00017	1752	0.00017	1712	0.00018	2119	0.00013	1985	0.00013	2760	0.00011	0	0.00000	2558	0.00013	2185	0.00008	2050	0.00014	2937	0.00008	1305	0.00012	1841	0.00003	1000	0.00013	1749	0.00013	2096	0.00017	1671	0.00015
Hujiaoplasmataceae	3078170	F	2229	0.00013	1092	0.00005	1424	0.00012	819	0.00009	1015	0.00010	943	0.00010	1313	0.00008	1107	0.00007	3070	0.00012	0	0.00000	1330	0.00007	1732	0.00007	960	0.00007	2461	0.00007	599	0.00005	991	0.00002	499	0.00007	869	0.00006	758	0.00006	859	0.00008
Nostocaceae	1162	F	8008	0.00047	9934	0.00048	10000	0.00086	6272	0.00070	8438	0.00081	8389	0.00087	12490	0.00074	11390	0.00077	10748	0.00043	51	0.00000	15931	0.00084	14006	0.00054	9932	0.00068	18533	0.00054	6520	0.00058	16268	0.00029	6087	0.00082	12944	0.00094	9775	0.00080	7464	0.00066
Aphanizomenonaceae	1892259	F	1832	0.00011	2043	0.00010	2158	0.00019	1426	0.00016	1546	0.00015	1652	0.00017	2737	0.00016	2276	0.00015	2289	0.00009	0	0.00000	2816	0.00015	3829	0.00015	2114	0.00014	5418	0.00016	1314	0.00012	3491	0.00006	1107	0.00015	1867	0.00014	1723	0.00014	1696	0.00015
Nodulariaceae	3079761	F	991	0.00006	1080	0.00005	1062	0.00009	682	0.00008	874	0.00008	927	0.00010	1454	0.00009	1295	0.00009	1420	0.00006	0	0.00000	1863	0.00010	942	0.00004	1294	0.00009	1336	0.00004	865	0.00008	1787	0.00003	760	0.00010	1343	0.00010	1179	0.00010	985	0.00009
Calotrichaceae	2661849	F	782	0.00005	1209	0.00006	1209	0.00010	762	0.00008	954	0.00009	983	0.00010	1676	0.00010	1248	0.00008	1103	0.00004	17	0.00000	1240	0.00007	1591	0.00006	1140	0.00008	2085	0.00006	714	0.00006	1815	0.00003	484	0.00007	1393	0.00010	808	0.00007	820	0.00007
